date,category,subcategory,amount,type,is_recurring,description
2024-11-02,Savings,Investments,167.33,expense,True,Investments - Nov 2024
2024-11-04,Savings,Investments,124.48,expense,True,Investments - Nov 2024
2024-11-04,Housing,Maintenance,222.38,expense,False,Maintenance - Nov 2024
2024-11-05,Shopping,Electronics,136.33,expense,False,Electronics - Nov 2024
2024-11-06,Transport,Uber/Lyft,128.68,expense,False,Uber/Lyft - Nov 2024
2024-11-07,Food,Coffee,188.09,expense,False,Coffee - Nov 2024
2024-11-07,Housing,Mortgage,421.37,expense,True,Mortgage - Nov 2024
2024-11-08,Savings,Retirement,103.7,expense,False,Retirement - Nov 2024
2024-11-08,Housing,Rent,162.63,expense,True,Rent - Nov 2024
2024-11-08,Housing,Maintenance,956.27,expense,False,Maintenance - Nov 2024
2024-11-10,Entertainment,Movies,55.28,expense,False,Movies - Nov 2024
2024-11-10,Housing,Mortgage,534.16,expense,True,Mortgage - Nov 2024
2024-11-11,Transport,Uber/Lyft,84.27,expense,False,Uber/Lyft - Nov 2024
2024-11-12,Miscellaneous,Other,189.33,expense,False,Other - Nov 2024
2024-11-14,Housing,Mortgage,887.15,expense,True,Mortgage - Nov 2024
2024-11-14,Housing,Mortgage,375.16,expense,True,Mortgage - Nov 2024
2024-11-14,Travel,Activities,88.54,expense,False,Activities - Nov 2024
2024-11-14,Food,Delivery,286.44,expense,False,Delivery - Nov 2024
2024-11-16,Shopping,Clothing,141.2,expense,False,Clothing - Nov 2024
2024-11-16,Housing,Mortgage,44.39,expense,True,Mortgage - Nov 2024
2024-11-17,Shopping,Clothing,349.62,expense,False,Clothing - Nov 2024
2024-11-17,Transport,Parking,253.31,expense,False,Parking - Nov 2024
2024-11-18,Healthcare,Gym,121.67,expense,True,Gym - Nov 2024
2024-11-19,Savings,Emergency Fund,99.46,expense,True,Emergency Fund - Nov 2024
2024-11-19,Transport,Car Insurance,114.78,expense,True,Car Insurance - Nov 2024
2024-11-20,Miscellaneous,Gifts,77.33,expense,False,Gifts - Nov 2024
2024-11-21,Healthcare,Pharmacy,96.71,expense,False,Pharmacy - Nov 2024
2024-11-22,Travel,Activities,72.71,expense,False,Activities - Nov 2024
2024-11-22,Education,Tuition,95.91,expense,True,Tuition - Nov 2024
2024-11-24,Healthcare,Insurance,248.06,expense,False,Insurance - Nov 2024
2024-11-24,Healthcare,Insurance,59.98,expense,False,Insurance - Nov 2024
2024-11-25,Housing,Rent,378.63,expense,True,Rent - Nov 2024
2024-11-25,Food,Restaurants,342.46,expense,False,Restaurants - Nov 2024
2024-11-26,Housing,Maintenance,513.44,expense,False,Maintenance - Nov 2024
2024-11-27,Housing,Mortgage,871.39,expense,True,Mortgage - Nov 2024
2024-11-28,Housing,Utilities,259.92,expense,False,Utilities - Nov 2024
2024-12-01,Entertainment,Games,122.44,expense,False,Games - Dec 2024
2024-12-02,Entertainment,Games,121.26,expense,False,Games - Dec 2024
2024-12-02,Shopping,Clothing,125.02,expense,False,Clothing - Dec 2024
2024-12-02,Income,Salary,5989.18,income,True,Monthly Salary - Dec 2024
2024-12-03,Food,Delivery,195.69,expense,False,Delivery - Dec 2024
2024-12-06,Housing,Maintenance,279.74,expense,False,Maintenance - Dec 2024
2024-12-07,Food,Delivery,223.01,expense,False,Delivery - Dec 2024
2024-12-09,Healthcare,Pharmacy,66.34,expense,False,Pharmacy - Dec 2024
2024-12-10,Savings,Emergency Fund,103.32,expense,True,Emergency Fund - Dec 2024
2024-12-10,Entertainment,Streaming,70.99,expense,True,Streaming - Dec 2024
2024-12-11,Housing,Mortgage,552.53,expense,True,Mortgage - Dec 2024
2024-12-11,Housing,Rent,208.62,expense,True,Rent - Dec 2024
2024-12-11,Shopping,Personal Care,133.95,expense,False,Personal Care - Dec 2024
2024-12-11,Housing,Rent,713.78,expense,True,Rent - Dec 2024
2024-12-12,Transport,Uber/Lyft,177.18,expense,False,Uber/Lyft - Dec 2024
2024-12-12,Food,Restaurants,66.18,expense,False,Restaurants - Dec 2024
2024-12-12,Housing,Rent,227.45,expense,True,Rent - Dec 2024
2024-12-13,Miscellaneous,Other,217.76,expense,False,Other - Dec 2024
2024-12-15,Housing,Mortgage,539.0,expense,True,Mortgage - Dec 2024
2024-12-15,Savings,Investments,129.43,expense,True,Investments - Dec 2024
2024-12-15,Transport,Parking,114.56,expense,False,Parking - Dec 2024
2024-12-17,Travel,Activities,56.77,expense,False,Activities - Dec 2024
2024-12-18,Housing,Mortgage,399.99,expense,True,Mortgage - Dec 2024
2024-12-18,Savings,Investments,154.66,expense,True,Investments - Dec 2024
2024-12-19,Travel,Hotels,177.24,expense,False,Hotels - Dec 2024
2024-12-20,Savings,Emergency Fund,287.84,expense,True,Emergency Fund - Dec 2024
2024-12-21,Transport,Uber/Lyft,113.78,expense,False,Uber/Lyft - Dec 2024
2024-12-21,Housing,Maintenance,405.4,expense,False,Maintenance - Dec 2024
2024-12-21,Housing,Utilities,497.98,expense,False,Utilities - Dec 2024
2024-12-21,Housing,Maintenance,205.85,expense,False,Maintenance - Dec 2024
2024-12-22,Housing,Utilities,464.52,expense,False,Utilities - Dec 2024
2024-12-22,Entertainment,Games,63.41,expense,False,Games - Dec 2024
2024-12-22,Housing,Utilities,611.59,expense,False,Utilities - Dec 2024
2024-12-22,Healthcare,Doctor,51.06,expense,False,Doctor - Dec 2024
2024-12-23,Entertainment,Streaming,30.89,expense,True,Streaming - Dec 2024
2024-12-24,Savings,Retirement,205.25,expense,False,Retirement - Dec 2024
2024-12-24,Entertainment,Movies,81.06,expense,False,Movies - Dec 2024
2024-12-25,Healthcare,Pharmacy,138.65,expense,False,Pharmacy - Dec 2024
2024-12-25,Savings,Emergency Fund,165.48,expense,True,Emergency Fund - Dec 2024
2024-12-26,Shopping,Personal Care,229.29,expense,False,Personal Care - Dec 2024
2024-12-28,Housing,Maintenance,174.3,expense,False,Maintenance - Dec 2024
2024-12-28,Miscellaneous,Other,211.3,expense,False,Other - Dec 2024
2024-12-28,Savings,Emergency Fund,307.66,expense,True,Emergency Fund - Dec 2024
